origin_time,amp2_0.0158Hz,amp2_0.0199Hz,amp2_0.0251Hz,amp2_0.0316Hz,amp2_0.0398Hz,amp2_0.0501Hz,amp2_0.0631Hz,amp2_0.0794Hz,amp2_0.1000Hz,amp2_0.1259Hz,amp2_0.1585Hz,amp2_0.1995Hz,amp2_0.2512Hz,amp2_0.3162Hz,amp2_0.3981Hz,amp2_0.5012Hz,amp2_0.6310Hz,amp2_0.7943Hz,amp2_1.0000Hz,amp1_0.0158Hz,amp1_0.0199Hz,amp1_0.0251Hz,amp1_0.0316Hz,amp1_0.0398Hz,amp1_0.0501Hz,amp1_0.0631Hz,amp1_0.0794Hz,amp1_0.1000Hz,amp1_0.1259Hz,amp1_0.1585Hz,amp1_0.1995Hz,amp1_0.2512Hz,amp1_0.3162Hz,amp1_0.3981Hz,amp1_0.5012Hz,amp1_0.6310Hz,amp1_0.7943Hz,amp1_1.0000Hz
2021-11-10T15:45:13.550000Z,7.203154556335271e-13,1.163120790663198e-12,3.2277111019958237e-12,7.721903130403945e-12,2.0939350873223757e-11,3.205691897129388e-11,3.827182336928028e-11,2.430077911859296e-11,1.7041860916562975e-11,1.28384333546053e-11,1.007933296519234e-11,6.320529204697205e-12,6.961596320512192e-12,6.227961198917542e-12,4.858768896283661e-12,4.697298995617227e-12,5.307273775181388e-12,6.677326815812682e-12,5.359093279618389e-12,1.2028579597834405e-12,2.246941505936479e-12,4.140418649709583e-12,8.454585141433316e-12,4.361021161680747e-11,5.633482186721e-11,7.792211203656701e-11,5.0261598558045957e-11,2.1544176185941947e-11,7.024456753263182e-11,4.219220321233069e-11,4.22542835260868e-11,6.136490532111315e-11,5.2054430747085575e-11,4.312510275734927e-11,3.180660568589771e-11,2.5936210132576592e-11,3.4458696212046386e-11,2.9993743025834777e-11
2021-11-14T12:08:38.190000Z,1.5143300905534449e-13,5.328956268314734e-13,9.2711855042483e-13,3.516570493148648e-12,8.038491651683969e-12,1.4446090452860572e-11,1.326516811276674e-11,1.5344859957017294e-11,1.4035287905397356e-11,1.6591249726853238e-11,1.4829461540007083e-11,1.6328443984787754e-11,1.4093083661564511e-11,1.5127811689217617e-11,1.2968312250045752e-11,1.436180156306892e-11,1.4369833564350282e-11,1.5028080614095884e-11,1.0029347058978436e-11,,,,,,,,,,,,,,,,,,,
2021-12-14T03:20:23.870000Z,1.4340132410694836e-12,4.8409215141424814e-12,5.9093337882391965e-12,1.3298576461359347e-11,2.3631915758441888e-11,3.148190319450074e-11,2.4658376650365236e-11,1.1461866486735464e-11,6.526591046851445e-12,5.594494654504981e-12,5.007152203933481e-12,3.9968285578836625e-12,3.522138374042872e-12,3.750399191342312e-12,2.7788975638622057e-12,2.722486722226144e-12,2.515795770611776e-12,2.653607579804099e-12,2.016518241760251e-12,,,,,,,,,,,,,,,,,,,
2021-12-29T18:25:53.220000Z,6.607677548051092e-13,1.8262787677160186e-12,2.293874676943885e-12,3.357018048053086e-12,6.671210129956771e-12,5.52175737368917e-12,5.576621073021079e-12,4.178632586294295e-12,4.4028793738015255e-12,3.715429705709819e-12,6.6796506389570985e-12,7.0770516795263216e-12,7.371563660408169e-12,6.266573224649127e-12,7.15155406553627e-12,7.314204487554059e-12,6.4159903421723465e-12,5.709667981016906e-12,3.7019174583679556e-12,,,,,,,,,,,,,,,,,,,
2022-07-27T00:43:26.060000Z,4.874480527264741e-13,1.6161173468857297e-12,1.3080071429515778e-12,3.702194708361044e-12,8.796232883584936e-12,8.242465073584078e-12,1.096410805430328e-11,1.1300546456063044e-11,4.918507267900976e-12,3.846520054912142e-12,3.3391722087235015e-12,4.0373050152613626e-12,4.653992780921312e-12,4.20323436588691e-12,3.9203352079901954e-12,3.282949213984336e-12,3.760792447469852e-12,3.770286251936257e-12,2.7673162068121864e-12,,,,,,,,,,,,,,,,,,,
2022-09-05T04:52:20.140000Z,9.636350519337836e-13,3.642722168805232e-12,1.4082769603921296e-11,2.6008577798062622e-11,3.754853333788024e-11,4.2383231416578507e-11,3.6328740805353367e-11,3.169444160804163e-11,2.335919002243076e-11,3.192137801627368e-11,2.7812311993513478e-11,9.337353347824588e-12,7.397844334888153e-12,5.927255432842425e-12,4.297029641863436e-12,4.231218954053746e-12,4.828360900227253e-12,5.9818900188477276e-12,4.749555892713617e-12,1.794469600330009e-12,7.095555251882386e-12,2.216199135839806e-11,3.5177564976911617e-11,5.552336249026991e-11,8.082281890716405e-11,5.308423728198585e-11,6.955449716735584e-11,7.489270503382003e-11,9.776213138241589e-11,1.0262149792202126e-10,5.6889828350278265e-11,5.319552142526448e-11,3.3870568898813794e-11,3.094854113990306e-11,2.715473036475753e-11,2.7939366729587875e-11,3.8423298905796626e-11,3.2482842301693326e-11
2022-09-10T23:47:00.870000Z,2.392555759870129e-12,8.756997328234998e-12,2.495393676727846e-11,2.5398677995050533e-11,2.062724692822952e-11,3.0983191016204927e-11,1.7391524244111906e-11,1.1009404242140071e-11,6.379759075247925e-12,3.4331751830852124e-12,2.977902827154093e-12,2.4572066657349296e-12,2.799107906646913e-12,3.483638772815704e-12,3.644143140159119e-12,4.084624754104896e-12,5.79576662448692e-12,7.265394947483718e-12,6.4109755185772306e-12,2.0991948281203042e-12,1.316398934692538e-11,3.716523746525537e-11,4.104024233001935e-11,4.643388148386924e-11,6.230789032823707e-11,4.0616811277644205e-11,2.272195271703557e-11,1.7687151371398165e-11,2.0546780185982725e-11,2.234091684298428e-11,2.3835726678976772e-11,2.456976910420904e-11,3.745865825566164e-11,2.992987697855751e-11,3.121176275443157e-11,3.497469150311499e-11,2.5073823455852496e-11,3.448431666263369e-11
2022-09-17T13:41:19.180000Z,2.2505011028645226e-13,4.90431057835494e-13,2.248899521139136e-12,6.122449012679114e-12,1.4366622665935772e-11,1.930323177890289e-11,4.2699171825069685e-11,3.406588883965305e-11,1.9386608734082944e-11,1.9722815231506483e-11,1.5020330586524356e-11,8.634018215504945e-12,5.603858409563575e-12,5.775553977417128e-12,7.142746227523099e-12,8.400092166052425e-12,1.3097645245771412e-11,1.597087395706683e-11,1.1391128200752058e-11,8.527290994530273e-13,1.3867535364421805e-12,2.2282865102982665e-12,9.60491648832192e-12,2.4022341934826048e-11,3.674821546523655e-11,4.406208152317328e-11,7.512687967761446e-11,6.245125566507761e-11,6.078294644115773e-11,3.969127429886987e-11,4.330744502028107e-11,3.6105515835581815e-11,4.725150424068773e-11,5.050744804292471e-11,4.1823343958518226e-11,2.832954529631444e-11,2.6240602481721428e-11,3.162702987629509e-11
2022-09-18T06:44:15.790000Z,1.4673055505699957e-12,2.1484013959495038e-12,6.240088426183863e-12,2.6114825797113745e-11,1.0724283892867506e-10,1.3429277646634828e-10,1.3474424218502094e-10,1.1680959162856114e-10,8.0838079926545e-11,5.976800344559616e-11,2.770164264320568e-11,3.169618953611856e-11,1.3215242937878564e-11,7.537824282235815e-12,5.724676872262012e-12,5.160473258571612e-12,6.223901691817653e-12,5.8234844520618905e-12,4.44545100362888e-12,2.896282602327227e-12,6.0958438333336696e-12,5.852356964504902e-12,4.743297487786949e-11,1.4900741698568059e-10,1.7352899565036028e-10,2.7306428793823606e-10,3.114510476583386e-10,2.1016286969557212e-10,1.4179939020941443e-10,1.3618122728566843e-10,2.1452039636234592e-10,1.159904904726526e-10,4.599659789066348e-11,4.9243472168506685e-11,3.753801773054584e-11,3.7832746154376894e-11,3.2444182421696454e-11,3.6473597951859885e-11
2022-09-19T18:05:07.760000Z,2.681075937686025e-12,6.17211943171122e-12,7.286908534618315e-12,8.107770298746646e-12,2.2710117728186808e-11,4.668430918385946e-11,6.255855075719409e-11,3.888075864767686e-11,1.5537284901604206e-11,3.840913790019763e-12,3.229856338850669e-12,3.256425776544136e-12,3.3913197129363377e-12,2.8019432420641144e-12,3.017110681489801e-12,3.0948538870559148e-12,4.258338359812513e-12,5.364225653998875e-12,4.457548953173029e-12,2.776704481653837e-12,4.952203225433531e-12,4.512139697388244e-12,7.861615722637196e-12,2.8136095916223223e-11,3.608859784196118e-11,6.878438432311623e-11,7.64669731024572e-11,3.044669607056554e-11,1.112626860684058e-11,1.1616588082822238e-11,1.5453205404979887e-11,1.982899231152453e-11,1.8861180996092958e-11,1.7127773686527885e-11,1.9743679615089085e-11,1.9289530504996348e-11,1.6778827324308538e-11,1.541493775965555e-11
2023-02-06T01:17:35.080000Z,2.1096330370367558e-11,3.5561657312769176e-11,1.6184547379134434e-10,4.651051786355501e-10,8.649462210672304e-10,1.076555294098818e-09,1.4476681686224615e-09,1.2766574998471302e-09,1.1979115169515311e-09,7.499807732049861e-10,3.988879749252537e-10,3.977211967764032e-10,2.608902225524958e-10,2.038381740132528e-10,1.7763011070277835e-10,1.7758424720055692e-10,1.5410231991017223e-10,1.4850789929676135e-10,9.054196177673528e-11,,,,,,,,,,,,,,,,,,,
2023-02-06T10:24:48.820000Z,2.4083970584305176e-11,3.2184273029467595e-11,1.3464028498554067e-10,4.742812066855206e-10,5.487396139987073e-10,8.71038958887082e-10,1.4148336368706395e-09,1.8228695318443598e-09,1.1846143847955823e-09,9.062194976556039e-10,6.519688207855109e-10,3.0880571281976685e-10,2.4935629753703293e-10,2.0728163795167286e-10,1.4380177748547098e-10,1.5221672523183188e-10,1.2097840343619604e-10,8.379638681014742e-11,4.4945219269429596e-11,,,,,,,,,,,,,,,,,,,
2023-02-20T17:04:29.970000Z,2.867410915385527e-13,7.310182512433882e-13,4.728836877904942e-12,8.442339542726197e-12,1.4399869419620276e-11,3.133917774776745e-11,7.14092891075741e-11,4.4406580590444567e-11,6.584727406499701e-11,5.901350354644656e-11,3.253661127038103e-11,2.3392834314641947e-11,1.8537743943539923e-11,2.4894589620923308e-11,1.544975399126891e-11,2.165701427480755e-11,2.2888123509515912e-11,1.8303436037889512e-11,1.2785377436385228e-11,,,,,,,,,,,,,,,,,,,
2023-02-23T00:37:39.740000Z,1.975522338878253e-12,7.064670693563687e-12,1.949912494238888e-11,3.266793030550037e-11,4.992291583661513e-11,5.946968607860795e-11,1.1110337221950727e-10,1.5784258747737947e-10,1.1671539395209136e-10,8.866780376500515e-11,8.160313721732933e-11,6.792205569776096e-11,7.54374175045783e-11,5.6897391875978587e-11,3.512999757995828e-11,2.733895699880724e-11,1.6357270413832835e-11,1.3114997305703423e-11,9.466568267850245e-12,,,,,,,,,,,,,,,,,,,
2023-03-21T16:47:24.000000Z,3.049528625419246e-13,3.2858231261129883e-13,6.549505514678476e-13,1.2550975253085856e-12,2.959374932772778e-12,3.85353432231492e-12,6.371375401200809e-12,1.3443559431218639e-11,1.953456850669789e-11,2.968623746792998e-11,4.083977787270581e-11,4.616697766895856e-11,6.653868400071474e-11,8.187698727417035e-11,7.027159340152451e-11,7.492494050377637e-11,5.933191247585561e-11,4.6332321452818544e-11,3.3291839023574154e-11,7.560355638040453e-13,1.3197940631083856e-12,1.3486211150086986e-12,2.701062994295802e-12,3.149435858119523e-12,7.790696415377515e-12,1.1661464815187945e-11,2.9033144142647653e-11,2.934005950417851e-11,6.652367520624481e-11,1.4334836878328743e-10,2.6248966981769877e-10,4.2961919127884787e-10,6.291722266655958e-10,6.981334563459375e-10,5.403770466087886e-10,4.2492338599311315e-10,2.379527995644218e-10,1.3535112674834929e-10
2023-12-28T09:15:16.130000Z,5.656562933534937e-13,1.1547870884879324e-12,1.5117898806638142e-12,5.953869501908584e-12,1.385182134209093e-11,1.811320376951764e-11,1.9035620966541263e-11,2.1777818708127688e-11,8.172055444420203e-12,9.275310210239552e-12,2.011322043842356e-11,1.934499234463194e-11,1.3690262690110514e-11,8.79830390260391e-12,6.981499091452115e-12,6.185223467570676e-12,5.3672349483201504e-12,6.509820829253367e-12,5.4788912086959735e-12,2.882435533654734e-12,3.492217251027528e-12,4.306246102542894e-12,6.546335272815182e-12,1.3824640762509082e-11,3.1898795233709326e-11,3.117860391980595e-11,3.101998700881936e-11,1.9839543443351037e-11,4.3797842360803176e-11,5.539390488510684e-11,7.153902011093833e-11,1.0677453741961722e-10,6.690930567222179e-11,6.452973206871945e-11,5.767045505668867e-11,8.085226144669359e-11,9.369344654586375e-11,6.409992155436205e-11
2024-01-01T07:10:09.470000Z,2.685326688694033e-12,9.177981191624218e-12,9.51546312790868e-12,2.206838740364729e-11,5.98854251277961e-11,1.283856629600078e-10,3.3785912697321406e-10,3.3942427955199944e-10,2.878994606921505e-10,4.366762415060031e-11,2.2685226272881577e-11,1.1950280236192944e-11,1.3437241815708536e-11,8.701829351517509e-12,6.920915989256198e-12,5.6077840603942176e-12,5.300403521201685e-12,5.290276632646137e-12,4.549292985770807e-12,6.612108180563914e-12,8.699236206590334e-12,1.257395307928422e-11,2.577373557834597e-11,8.832952405978518e-11,2.3881498492768756e-10,8.874305888724057e-10,8.621953179320704e-10,4.840008870866945e-10,9.518482836742715e-11,6.542935301489789e-11,6.25086247064567e-11,7.296441249385631e-11,6.218278934707724e-11,5.506426064890502e-11,3.7613193924553156e-11,2.948349542696181e-11,2.101863483824745e-11,2.774619297372977e-11
2024-01-22T18:09:04.340000Z,5.2940839543199595e-12,1.1269297763583229e-11,3.080285738232063e-11,3.942484374326057e-11,8.774391025047737e-11,1.3628875943254607e-10,2.3745451443051406e-10,2.9864143068800766e-10,1.9125288022039524e-10,2.301330007881816e-10,1.7629770593336603e-10,1.9071722317093751e-10,1.9089362517880154e-10,1.7563853445204342e-10,1.2171423105265339e-10,6.208764448940469e-11,3.4769504853516607e-11,1.367284033741334e-11,6.152522988017221e-12,9.137229247319226e-12,1.873965385030385e-11,6.304610843560676e-11,6.519322877863978e-11,1.944165089220072e-10,2.9450876737938537e-10,3.8530727220734633e-10,4.513866347918505e-10,4.2457874254724895e-10,5.036728394222833e-10,6.552892170662532e-10,9.256489357153207e-10,1.0768891120998602e-09,1.65042582202295e-09,7.407305870067614e-10,3.9868442978633495e-10,2.3930898624944024e-10,1.0233196278134932e-10,7.489856158838401e-11
2024-04-02T23:58:12.170000Z,1.3761437419385477e-12,5.750711960503541e-12,1.9975186484532548e-11,4.738043903831456e-11,1.0064910458572106e-10,1.63048968281948e-10,9.234979749396864e-11,5.363687734537248e-11,7.153449894319583e-11,5.956703815350964e-11,6.255461169231654e-11,3.3021515448981075e-11,2.3194622896043785e-11,1.071611176235383e-11,6.16657096529585e-12,4.116197723187712e-12,3.761435899834891e-12,4.693605600214561e-12,3.902904740274126e-12,2.900311407408826e-12,6.156178956889889e-12,2.949430812982369e-11,7.821841394523814e-11,1.8221350949404035e-10,3.1175471915309725e-10,2.38049739616131e-10,1.3909224257069064e-10,1.301250949833542e-10,1.9501064657570078e-10,2.0230335690415526e-10,2.3999656562038153e-10,1.4461728382913984e-10,6.937743096923743e-11,4.608209221525289e-11,3.2966080925011466e-11,2.2060546528581147e-11,1.7011136153359077e-11,1.4367682998489552e-11
2024-06-28T05:36:36.900000Z,5.246381109772231e-13,1.259831035716469e-12,1.717959837283669e-12,4.199478091312715e-12,7.816156119375494e-12,1.872989616703488e-11,9.913834948136415e-12,2.9934856483387668e-12,1.6809022147472953e-12,1.5274988211261549e-12,1.872744938547561e-12,3.151840142194228e-12,3.3331337015883638e-12,3.7183468061622096e-12,3.5539503771129295e-12,3.598298452008363e-12,5.056528615549824e-12,5.6027381328291726e-12,4.862130803806623e-12,7.268356666937075e-13,1.2363034524165608e-12,3.122463569157907e-12,4.418535813266195e-12,1.0357058784632006e-11,3.659047508974802e-11,1.9514446052092022e-11,6.012828993961979e-12,3.713610690515389e-12,3.8061380977047066e-12,9.208238017609254e-12,1.5249106228637258e-11,1.8051515089970878e-11,2.2449857589004333e-11,2.144576400784756e-11,1.7317294045789497e-11,1.889295314116033e-11,2.767590874700835e-11,3.899889366741293e-11
2024-07-11T15:08:47.160000Z,1.2103224403275877e-13,1.712082486114925e-13,6.25951036315937e-13,9.840248843611865e-13,3.2902782661455427e-12,5.159477685874306e-12,6.900351403065272e-12,6.3401664099106415e-12,3.623993831683298e-12,2.496575254161797e-12,1.900897837121124e-12,1.7562079891963605e-12,1.896626566050496e-12,2.0668811275472017e-12,2.9164743539016507e-12,2.789436349757008e-12,3.0547139579806417e-12,3.2495763747547938e-12,2.8413330272472e-12,,,,,,,,,,,,,,,,,,,
2024-08-15T23:35:53.940000Z,9.283424451862428e-14,1.2445431486739718e-13,3.700294148647836e-13,9.93571563586151e-13,3.4419314076949604e-12,5.133264151063971e-12,6.9458162435953015e-12,8.457643087543672e-12,5.336598201422418e-12,5.735960957970773e-12,4.3252639463489976e-12,4.2331313164034796e-12,3.0478657551796378e-12,2.9283556218621608e-12,3.138509203540711e-12,3.39578854112923e-12,4.188747966098176e-12,4.787429238197014e-12,3.860008607073596e-12,2.640397735712233e-13,2.9103669831088997e-13,4.288563885716376e-13,1.6636932239910113e-12,6.5760492656960514e-12,9.62646619674009e-12,1.3649929156937847e-11,1.7163393521576544e-11,1.3275835613737714e-11,1.7288670723930956e-11,1.3636440839484595e-11,2.122614653820679e-11,1.9149483510769823e-11,1.79366270768773e-11,1.9760048932347076e-11,1.7254861412821158e-11,1.2264090851965647e-11,7.683060463297444e-12,7.838219922693347e-12
2024-08-17T19:10:26.820000Z,8.808447377457508e-13,2.0542409842606283e-12,7.823001423759462e-12,1.6092678642892793e-11,3.0404108475023885e-11,6.844108135121129e-11,4.8046740761282536e-11,3.614777036045304e-11,2.7559030001011663e-11,2.684589240164896e-11,1.8600924727800703e-11,7.304143186687593e-12,4.228674676433405e-12,2.593336829452159e-12,2.874125661376973e-12,3.092516864712452e-12,4.505690865660819e-12,4.525197329224526e-12,3.766719652811388e-12,6.976306457863593e-13,3.47600033581359e-12,1.1539618500634056e-11,3.6121889500425225e-11,4.9665735844977605e-11,1.0489586517114031e-10,1.3703437384680855e-10,7.236342757452899e-11,6.652935609893109e-11,1.0219256241286623e-10,7.158316594069776e-11,4.343940274944319e-11,2.8599322184650943e-11,1.8827441917845848e-11,1.5428156336756592e-11,1.2653412565260219e-11,1.0657958625972795e-11,1.092494733281445e-11,9.77168255985138e-12
2024-11-10T16:49:50.420000Z,2.848229536196996e-13,4.693236373544548e-13,8.819430473490693e-13,1.6049956687691122e-12,5.9007917071002665e-12,1.0046946268684296e-11,1.6023437645771048e-11,7.660592341052108e-12,2.956818836137913e-12,2.0666853555825827e-12,2.85188588705576e-12,2.8368390056795647e-12,2.8443550273241014e-12,2.4854734119435803e-12,2.913412020175084e-12,3.1025210950923962e-12,3.5802251176181287e-12,4.2280716303118375e-12,3.577031388818399e-12,4.2544394989194434e-13,6.818277941607552e-13,9.994204672292386e-13,2.9524193191331897e-12,7.783950343443523e-12,1.4130166306264436e-11,1.913219755432889e-11,1.2233174280456672e-11,5.672741842087603e-12,7.123955466642861e-12,9.571088541979229e-12,1.2737507392609716e-11,1.9972894051852408e-11,1.7717821110614973e-11,1.6907544924859357e-11,1.5078362104819428e-11,1.234911873655591e-11,9.985722328968395e-12,9.737742450592288e-12
2024-12-05T18:44:21.810000Z,9.33373718920967e-13,2.3573208550206983e-12,5.4074062106850556e-12,1.1167303213726936e-11,1.8390270951904425e-11,3.201952865386119e-11,3.830044300392658e-11,1.7609780899760997e-11,6.930624103236804e-12,4.557119241763887e-12,5.750627130308499e-12,6.282075624897138e-12,5.764322847806085e-12,5.77794269781191e-12,4.5711924240947415e-12,3.992613091156415e-12,3.0695679119261146e-12,2.965309963218765e-12,2.2970329682522375e-12,,,,,,,,,,,,,,,,,,,
2025-01-07T01:05:16.730000Z,3.422464209947988e-12,1.072906503936163e-11,3.706808391565183e-11,6.310079031327271e-11,6.872580781668776e-11,4.7462984399012806e-11,3.6040589624407234e-11,4.5670731166992125e-11,5.296137789819074e-11,4.0748117267497e-11,2.6270823163236204e-11,1.699376631180849e-11,1.320110924429636e-11,9.063609633643836e-12,7.805219510329686e-12,7.963268821491179e-12,6.831241282555214e-12,5.256435038089678e-12,3.699104061770907e-12,,,,,,,,,,,,,,,,,,,
2025-03-28T06:20:52.710000Z,6.8557111973531646e-12,8.135212104395543e-12,2.198020418693077e-11,1.3359704771917256e-10,1.6194543745409614e-10,1.8114424290987129e-10,1.1531553805555254e-10,9.948896206081624e-11,7.249330892303913e-11,5.7074891805900495e-11,2.8390695322848107e-11,2.140608424807771e-11,2.1780812152426405e-11,2.077268007030818e-11,1.540416922023963e-11,1.2547202225016784e-11,1.3581274390440494e-11,1.1296103651742292e-11,5.544644437560724e-12,,,,,,,,,,,,,,,,,,,
2025-04-03T14:09:29.730000Z,5.875949267680537e-13,1.2532394582268592e-12,1.195680230120767e-12,2.958659248410228e-12,6.446507302555864e-12,1.3844310369144549e-11,2.6553630602577437e-11,5.319708847617067e-11,6.008805023941204e-11,2.9638656193410014e-11,1.556328239527266e-11,1.611877827567711e-11,1.5065688057975204e-11,1.2813626648714991e-11,1.4713439836809862e-11,1.643186946208161e-11,1.3221996417185995e-11,1.3496756446780303e-11,6.995695664657242e-12,,,,,,,,,,,,,,,,,,,
